293.438     32.809
293.496     32.896
293.554     32.983
293.613     33.07
293.671     33.158
293.621     33.293
293.679     33.38
293.633     33.515
293.583     33.651
293.642     33.738
293.596     33.873
293.654     33.96
293.604     34.095
293.663     34.182
293.721     34.269
293.779     34.356
293.837     34.443
293.896     34.53
293.954     34.617
294.012     34.704
294.071     34.791
294.129     34.878
294.188     34.965
294.142     35.1
294.092     35.236
293.983     35.284
293.938     35.419
293.887     35.554
293.837     35.689
293.896     35.776
293.958     35.863
294.125     35.902
294.233     35.854
294.4     35.892
294.508     35.843
294.613     35.794
294.783     35.833
294.887     35.783
294.996     35.734
295.104     35.685
295.271     35.723
295.438     35.76
295.608     35.796
295.667     35.883
295.837     35.919
295.896     36.006
296.067     36.042
296.129     36.128
296.188     36.214
296.358     36.251
296.421     36.337
296.483     36.423
296.546     36.509
296.608     36.595
296.563     36.731
296.625     36.817
296.579     36.953
296.471     37.004
296.425     37.14
296.317     37.19
296.208     37.24
296.096     37.29
295.987     37.339
295.879     37.389
295.771     37.439
295.721     37.574
295.783     37.661
295.846     37.747
295.908     37.833
295.971     37.919
296.033     38.006
296.096     38.092
296.158     38.178
296.113     38.314
296.175     38.4
296.238     38.486
296.3     38.573
296.363     38.659
296.425     38.745
296.492     38.831
296.554     38.917
296.729     38.953
296.792     39.039
296.858     39.125
297.033     39.16
297.208     39.196
297.275     39.281
297.45     39.316
297.517     39.402
297.692     39.437
297.758     39.523
297.825     39.608
297.887     39.694
298.067     39.728
298.133     39.813
298.2     39.899
298.267     39.984
298.333     40.069
298.512     40.103
298.579     40.189
298.758     40.222
298.825     40.307
299.004     40.34
299.075     40.425
299.142     40.51
299.321     40.543
299.504     40.576
299.571     40.661
299.754     40.693
299.933     40.725
300.046     40.672
300.225     40.704
300.408     40.735
300.479     40.819
300.55     40.903
300.617     40.988
300.8     41.019
300.871     41.103
300.942     41.187
301.012     41.271
301.083     41.355
301.154     41.439
301.342     41.469
301.525     41.499
301.708     41.529
301.892     41.558
302.004     41.503
302.117     41.449
302.229     41.394
302.342     41.339
302.45     41.284
302.563     41.229
302.6     41.091
302.637     40.953
302.675     40.814
302.604     40.731
302.529     40.648
302.458     40.564
302.496     40.426
302.425     40.343
302.35     40.259
302.387     40.121
302.317     40.038
302.354     39.899
302.392     39.761
302.429     39.623
302.358     39.539
302.396     39.401
302.325     39.318
302.362     39.179
302.467     39.124
302.504     38.986
302.613     38.93
302.721     38.875
302.825     38.82
302.933     38.764
303.038     38.709
303.146     38.653
303.179     38.514
303.004     38.487
302.933     38.404
302.863     38.321
302.792     38.238
302.721     38.154
302.65     38.071
302.579     37.988
302.683     37.933
302.792     37.877
302.896     37.822
303     37.766
303.175     37.793
303.354     37.82
303.529     37.847
303.563     37.708
303.667     37.652
303.7     37.513
303.629     37.43
303.558     37.348
303.592     37.209
303.521     37.126
303.45     37.043
303.379     36.961
303.308     36.878
303.242     36.795
303.171     36.712
303.204     36.573
303.133     36.49
303.067     36.407
303.1     36.268
303.029     36.185
303.063     36.047
302.996     35.964
303.029     35.825
302.958     35.742
302.992     35.603
302.925     35.52
302.858     35.437
302.788     35.354
302.617     35.326
302.45     35.298
302.279     35.27
302.108     35.242
301.942     35.213
301.771     35.184
301.704     35.101
301.533     35.071
301.467     34.988
301.4     34.904
301.233     34.874
301.129     34.928
301.029     34.983
300.992     35.121
300.887     35.175
300.85     35.313
300.813     35.451
300.713     35.505
300.675     35.643
300.571     35.697
300.533     35.835
300.429     35.888
300.325     35.942
300.154     35.911
299.983     35.879
299.813     35.848
299.642     35.816
299.475     35.784
299.304     35.752
299.133     35.72
298.967     35.688
298.796     35.655
298.625     35.622
298.458     35.589
298.288     35.555
298.225     35.47
298.058     35.436
297.887     35.402
297.825     35.317
297.762     35.231
297.7     35.146
297.637     35.06
297.575     34.974
297.512     34.889
297.45     34.803
297.492     34.666
297.429     34.581
297.367     34.495
297.308     34.409
297.246     34.323
297.183     34.238
297.121     34.152
297.163     34.015
297.104     33.929
297.042     33.843
297.083     33.707
297.125     33.57
297.167     33.433
297.208     33.296
297.25     33.159
297.354     33.108
297.396     32.971
297.333     32.885
297.375     32.748
297.313     32.663
297.354     32.525
297.458     32.474
297.558     32.423
297.663     32.371
297.762     32.319
297.925     32.353
298.025     32.301
298.125     32.249
298.167     32.112
298.267     32.06
298.308     31.923
298.346     31.786
298.283     31.7
298.325     31.563
298.262     31.478
298.2     31.392
298.142     31.307
298.079     31.221
298.021     31.136
297.958     31.05
297.9     30.965
297.837     30.879
297.779     30.794
297.617     30.76
297.558     30.674
297.4     30.64
297.238     30.606
297.079     30.571
297.021     30.486
296.963     30.4
296.9     30.314
296.942     30.177
296.883     30.091
296.925     29.954
296.867     29.868
296.904     29.731
296.946     29.594
296.887     29.508
296.983     29.457
297.025     29.32
297.125     29.269
297.221     29.217
297.321     29.166
297.417     29.114
297.517     29.063
291.575     29.036
291.629     29.124
291.683     29.211
291.738     29.299
291.792     29.386
291.742     29.521
291.796     29.609
291.75     29.744
291.704     29.879
291.658     30.014
291.713     30.102
291.663     30.236
291.717     30.324
291.671     30.459
291.725     30.547
291.779     30.634
291.833     30.722
291.887     30.809
291.946     30.897
292     30.984
292.054     31.072
292.008     31.207
292.063     31.294
292.117     31.382
292.171     31.469
292.229     31.557
292.283     31.644
292.337     31.731
292.5     31.771
292.554     31.859
292.608     31.946
292.667     32.033
292.721     32.121
292.779     32.208
292.938     32.247
292.996     32.334
293.05     32.422
293.108     32.509
293.163     32.596
293.325     32.635
293.383     32.722
293.438     32.809
