171.642     -56.602
171.817     -56.633
171.987     -56.664
172.163     -56.694
172.333     -56.724
172.563     -56.659
172.733     -56.689
172.908     -56.719
173.083     -56.748
173.258     -56.777
173.429     -56.806
173.554     -56.93
173.675     -57.054
173.8     -57.178
173.925     -57.302
173.875     -57.398
173.821     -57.494
174     -57.522
174.179     -57.55
174.308     -57.673
174.254     -57.77
174.383     -57.893
174.333     -57.989
174.463     -58.113
174.413     -58.209
174.358     -58.305
174.308     -58.401
174.492     -58.429
174.625     -58.552
174.808     -58.579
174.992     -58.605
175.179     -58.631
175.363     -58.657
175.55     -58.683
175.733     -58.708
175.871     -58.83
176.058     -58.855
176.246     -58.88
176.433     -58.904
176.621     -58.928
176.808     -58.952
177     -58.975
177.188     -58.999
177.375     -59.021
177.567     -59.044
177.754     -59.066
177.987     -58.991
178.029     -58.893
178.258     -58.817
178.487     -58.741
178.529     -58.643
178.758     -58.566
178.946     -58.587
179.133     -58.607
179.358     -58.529
179.546     -58.549
179.696     -58.666
179.883     -58.686
180.071     -58.704
180.225     -58.821
180.379     -58.938
180.538     -59.054
180.5     -59.153
180.467     -59.251
180.429     -59.349
180.392     -59.448
180.358     -59.546
180.517     -59.662
180.479     -59.761
180.642     -59.877
180.604     -59.976
180.8     -59.993
180.963     -60.109
181.158     -60.127
181.325     -60.242
181.488     -60.357
181.687     -60.374
181.854     -60.489
182.025     -60.603
182.196     -60.717
182.396     -60.733
182.567     -60.847
182.771     -60.862
182.8     -60.763
182.829     -60.664
182.858     -60.565
182.888     -60.466
182.917     -60.367
182.946     -60.268
183.175     -60.183
183.4     -60.098
183.429     -59.999
183.654     -59.913
183.879     -59.827
184.1     -59.741
184.296     -59.753
184.492     -59.765
184.692     -59.777
184.888     -59.789
185.083     -59.8
185.283     -59.811
185.479     -59.821
185.679     -59.832
185.875     -59.842
186.075     -59.851
186.288     -59.761
186.487     -59.77
186.504     -59.671
186.717     -59.58
186.933     -59.489
187.142     -59.397
187.354     -59.305
187.55     -59.312
187.758     -59.22
187.967     -59.127
188.171     -59.034
188.367     -59.04
188.558     -59.046
188.763     -58.951
188.958     -58.956
189.15     -58.961
189.35     -58.866
189.554     -58.771
189.754     -58.675
189.95     -58.579
190.15     -58.482
190.346     -58.385
190.542     -58.288
190.733     -58.191
190.929     -58.093
191.117     -58.095
191.308     -57.996
191.496     -57.897
191.688     -57.799
191.875     -57.799
192.063     -57.8
192.25     -57.8
192.433     -57.8
192.625     -57.899
192.813     -57.999
192.813     -58.099
193.004     -58.197
193.008     -58.297
193.008     -58.397
193.204     -58.496
193.204     -58.596
193.208     -58.696
193.213     -58.796
193.213     -58.896
193.217     -58.996
193.221     -59.096
193.221     -59.196
193.029     -59.297
193.033     -59.397
192.838     -59.499
193.038     -59.598
193.238     -59.696
193.437     -59.794
193.442     -59.894
193.642     -59.892
193.846     -59.99
193.85     -60.09
193.854     -60.19
193.862     -60.29
193.867     -60.39
193.871     -60.49
193.671     -60.592
193.471     -60.594
193.271     -60.696
193.067     -60.797
192.863     -60.798
192.658     -60.799
192.454     -60.8
192.25     -60.8
192.042     -60.8
191.838     -60.799
191.633     -60.798
191.429     -60.697
191.229     -60.596
191.025     -60.594
190.829     -60.492
190.629     -60.39
190.421     -60.487
190.212     -60.584
190.004     -60.681
189.792     -60.777
189.579     -60.873
189.363     -60.969
189.146     -61.064
188.942     -61.059
188.725     -61.153
188.504     -61.248
188.283     -61.341
188.063     -61.435
187.842     -61.528
187.617     -61.621
187.392     -61.713
187.375     -61.813
187.358     -61.913
187.129     -62.005
187.113     -62.104
186.883     -62.196
186.862     -62.296
186.846     -62.395
187.046     -62.503
187.025     -62.603
187.008     -62.702
186.992     -62.802
186.975     -62.902
186.954     -63.001
186.937     -63.101
186.7     -63.192
186.679     -63.292
186.437     -63.383
186.417     -63.482
186.175     -63.573
186.375     -63.682
186.354     -63.781
186.563     -63.89
186.542     -63.989
186.75     -64.097
186.729     -64.197
186.942     -64.305
186.921     -64.405
186.9     -64.504
187.113     -64.612
187.096     -64.712
187.075     -64.812
187.058     -64.911
187.038     -65.011
187.021     -65.111
186.763     -65.202
186.742     -65.302
186.721     -65.401
186.7     -65.501
186.442     -65.592
186.417     -65.691
186.154     -65.782
185.888     -65.872
185.621     -65.961
185.35     -66.05
185.079     -66.139
184.833     -66.127
184.588     -66.116
184.313     -66.203
184.067     -66.191
183.825     -66.178
183.546     -66.264
183.3     -66.25
183.054     -66.236
182.775     -66.321
182.529     -66.306
182.283     -66.291
181.996     -66.374
181.754     -66.358
181.508     -66.341
181.263     -66.325
181.017     -66.307
180.775     -66.29
180.529     -66.272
180.288     -66.254
180.042     -66.236
179.846     -66.118
179.654     -66.001
179.462     -65.883
179.508     -65.785
179.558     -65.687
179.604     -65.589
179.65     -65.491
179.933     -65.412
179.979     -65.314
180.258     -65.234
180.533     -65.154
180.813     -65.074
181.083     -64.993
181.358     -64.911
181.629     -64.829
181.667     -64.73
181.704     -64.632
181.742     -64.533
181.779     -64.434
181.554     -64.418
181.325     -64.401
181.058     -64.483
180.788     -64.564
180.517     -64.644
180.288     -64.626
180.013     -64.706
179.783     -64.687
179.554     -64.668
179.325     -64.648
179.1     -64.628
178.871     -64.607
178.642     -64.587
178.413     -64.566
178.238     -64.447
178.013     -64.425
177.788     -64.403
177.563     -64.381
177.338     -64.358
177.163     -64.238
176.942     -64.214
176.717     -64.191
176.496     -64.167
176.329     -64.046
176.108     -64.021
175.942     -63.899
175.725     -63.874
175.563     -63.752
175.346     -63.727
175.125     -63.701
174.908     -63.674
174.692     -63.648
174.475     -63.621
174.258     -63.594
173.979     -63.662
173.763     -63.634
173.55     -63.606
173.333     -63.577
173.117     -63.548
172.971     -63.423
172.758     -63.394
172.542     -63.364
172.4     -63.239
172.254     -63.113
172.113     -62.987
172.179     -62.892
172.038     -62.766
172.104     -62.671
172.171     -62.576
172.238     -62.481
172.7     -62.129
172.638     -62.225
172.433     -62.195
172.367     -62.29
172.229     -62.164
172.025     -62.134
171.821     -62.103
171.617     -62.072
171.417     -62.041
171.146     -62.104
171.013     -61.977
170.808     -61.944
170.608     -61.912
170.408     -61.879
170.208     -61.846
170.079     -61.718
169.879     -61.684
169.683     -61.651
169.483     -61.616
169.288     -61.582
169.017     -61.641
168.821     -61.606
168.55     -61.664
168.354     -61.628
168.079     -61.685
167.808     -61.741
167.533     -61.797
167.258     -61.853
166.979     -61.908
166.704     -61.962
166.621     -62.054
166.342     -62.108
166.258     -62.2
166.175     -62.292
165.892     -62.345
165.608     -62.397
165.521     -62.489
165.238     -62.541
164.95     -62.591
164.663     -62.642
164.375     -62.691
164.179     -62.65
163.888     -62.699
163.692     -62.656
163.404     -62.704
163.113     -62.751
162.821     -62.798
162.529     -62.844
162.233     -62.889
162.138     -62.979
161.842     -63.024
161.742     -63.113
161.838     -63.247
