15.5 -71.75
16.5 -72.1
17 -72.4
17.25 -72.5
16.5 -72.75
15.75 -73
15    -73.1
14 -73.5
13 -73.65
12 -73.55
11 -73.5
10.5 -73.4
10.5 -73.1
10.75 -73
11 -72.9
11.5 -72.75
12 -72.5
12.5 -72.35
13 -72.25
13.5 -72.1
14 -72
14.5 -71.95
15 -71.85
