232.788     -50.313
232.821     -50.174
232.95     -50.116
233.075     -50.058
233.2     -50
233.329     -49.942
233.546     -49.964
233.638     -50.045
233.729     -50.126
233.821     -50.207
233.788     -50.346
233.879     -50.427
233.846     -50.567
233.938     -50.647
233.904     -50.787
233.871     -50.927
233.742     -50.986
233.708     -51.125
233.579     -51.184
233.358     -51.161
233.133     -51.138
232.913     -51.115
232.821     -51.033
232.729     -50.952
232.638     -50.87
232.546     -50.788
232.583     -50.649
232.621     -50.51
232.658     -50.371
232.788     -50.313
